qseqid,sseqid,log2FoldChange,lfcSE,padj,description,external_gene_name
104441829,AT1G04110,-1.866477357,0.621337863,0.015102821,Subtilase family protein [Source:NCBI gene (formerly Entrezgene);Acc:839287],SDD1
104441836,AT1G12500,-1.18574082,0.170654531,2.50E-10,Nucleotide-sugar transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:837807],AT1G12500
104441842,AT4G22810,-4.988123938,1.821582484,0.029815758,Putative AT-hook DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:828380],AT4G22810
104441844,AT4G22790,-1.86290335,0.402761538,5.61E-05,MATE efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:828378],AT4G22790
104441851,AT4G22756,-1.066014637,0.16089245,1.81E-09,sterol C4-methyl oxidase 1-2 [Source:NCBI gene (formerly Entrezgene);Acc:828374],SMO1-2
104441854,AT1G12370,-1.812858742,0.453553735,0.000663047,photolyase 1 [Source:NCBI gene (formerly Entrezgene);Acc:837792],PHR1
104441874,AT4G12390,-2.147348113,0.364692608,1.25E-07,pectin methylesterase inhibitor 1 [Source:NCBI gene (formerly Entrezgene);Acc:826848],PME1
104441887,AT4G22570,-1.724859916,0.273461494,1.20E-08,adenine phosphoribosyl transferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:828353],APT3
104441888,AT1G62520,-1.006826313,0.325210013,0.011747752,sulfated surface-like glycoprotein [Source:NCBI gene (formerly Entrezgene);Acc:842549],AT1G62520
104441891,AT1G12110,1.156423056,0.245770151,3.97E-05,nitrate transporter 1.1 [Source:NCBI gene (formerly Entrezgene);Acc:837763],NRT1.1
104441896,AT2G45180,-1.518703061,0.502892023,0.01447695,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819126],AT2G45180
104441911,AT4G25200,2.002475297,0.372684506,1.83E-06,mitochondrion-localized small heat shock protein 23.6 [Source:NCBI gene (formerly Entrezgene);Acc:828623],HSP23.6-MITO
104441918,AT1G02030,-1.54879793,0.308325506,9.71E-06,C2H2-like zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:839285],AT1G02030
104441928,AT4G17350,-1.275388588,0.322116178,0.000759113,auxin canalization protein (DUF828) [Source:NCBI gene (formerly Entrezgene);Acc:827447],AT4G17350
104441934,AT1G35515,-1.11525891,0.391542581,0.022669078,high response to osmotic stress 10 [Source:NCBI gene (formerly Entrezgene);Acc:840446],HOS10
104441948,AT4G16807,-1.596483438,0.30915528,4.99E-06,ATP-dependent caseinolytic protease/crotonase family protein [Source:NCBI gene (formerly Entrezgene);Acc:6241030],AT4G16807
104441961,AT4G16970,-1.795130084,0.391380624,6.59E-05,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827405],AT4G16970
104441968,AT1G60940,1.047968211,0.38593147,0.031518181,SNF1-related protein kinase 2.10 [Source:NCBI gene (formerly Entrezgene);Acc:842385],SNRK2.10
104441974,AT2G35190,-1.499792714,0.237285614,1.11E-08,Putative plant snare 11 [Source:NCBI gene (formerly Entrezgene);Acc:818086],NPSN11
104441975,AT4G17140,1.037678654,0.295730329,0.003446965,pleckstrin homology (PH) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:827424],AT4G17140
104441981,AT2G38740,1.089272344,0.375852501,0.019993641,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818456],AT2G38740
104441988,AT1G17020,-1.03254131,0.221246161,4.67E-05,senescence-related 1 [Source:NCBI gene (formerly Entrezgene);Acc:838272],SRG1
104441999,AT1G32450,-1.026907523,0.361921044,0.02332842,nitrate transporter 1.5 [Source:NCBI gene (formerly Entrezgene);Acc:840139],NRT1.5
104442002,AT2G32440,-2.867535,0.992007877,0.020384599,ent-kaurenoic acid hydroxylase 2 [Source:NCBI gene (formerly Entrezgene);Acc:817805],KAO2
104442009,AT4G35470,2.41384403,0.325410716,1.08E-11,plant intracellular ras group-related LRR 4 [Source:NCBI gene (formerly Entrezgene);Acc:829699],PIRL4
104442025,AT1G32700,1.197235592,0.305871352,0.000892817,PLATZ transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:840164],AT1G32700
104442029,AT4G17920,-1.865197024,0.643403689,0.0199455,RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827517],AT4G17920
104442036,AT4G17760,-1.002287188,0.259861282,0.001087992,PCNA domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:827497],AT4G17760
104442040,AT1G32250,-1.003430924,0.246061971,0.000495178,Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:840117],AT1G32250
104442048,AT3G03050,-2.262466205,0.308844565,2.00E-11,cellulose synthase-like D3 [Source:NCBI gene (formerly Entrezgene);Acc:821148],CSLD3
104442050,AT1G32170,1.290499566,0.234684846,9.80E-07,xyloglucan endotransglucosylase/hydrolase 30 [Source:NCBI gene (formerly Entrezgene);Acc:840109],XTH30
104442065,AT4G00752,-1.100839372,0.18797247,1.49E-07,UBX domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:825947],AT4G00752
104442066,AT4G00740,-1.30555677,0.36800681,0.003051382,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828020],QUA3
104442074,AT1G01800,4.473630472,0.732173057,3.67E-08,NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839259],AT1G01800
104442081,AT1G01800,5.094167887,1.31748733,0.001053979,NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839259],AT1G01800
104442087,AT5G23750,2.162889634,0.671259322,0.008227331,Remorin family protein [Source:NCBI gene (formerly Entrezgene);Acc:832440],AT5G23750
104442097,AT4G23340,1.966370377,0.555257695,0.003110637,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828433],AT4G23340
104442098,AT1G63650,-1.886043542,0.400090118,3.83E-05,basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:842669],EGL3
104442121,AT3G61460,-1.481905693,0.453792849,0.007249121,,BRH1
104442132,AT4G01270,-1.272846003,0.236932598,1.84E-06,RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828038],AT4G01270
104442138,AT2G46210,-1.436274754,0.312046233,6.15E-05,Fatty acid/sphingolipid desaturase [Source:NCBI gene (formerly Entrezgene);Acc:819228],SLD2
104442142,AT2G46240,4.449588983,0.520920717,2.78E-15,BCL-2-associated athano 6 [Source:NCBI gene (formerly Entrezgene);Acc:819232],BAG6
104442154,AT2G46320,1.260806706,0.395518602,0.009072411,Mitochondrial substrate carrier family protein [Source:NCBI gene (formerly Entrezgene);Acc:819240],AT2G46320
104442160,AT4G01070,-3.251259638,0.952749336,0.004659756,UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827912],GT72B1
104442162,AT2G45400,3.421570607,0.357466402,4.30E-19,NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819146],BEN1
104442164,AT5G53200,-1.648353993,0.366589025,9.59E-05,Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835401],TRY
104442172,AT2G30890,-1.805406799,0.348531735,4.64E-06,Cytochrome b561/ferric reductase transmembrane protein family [Source:NCBI gene (formerly Entrezgene);Acc:817639],AT2G30890
104442190,AT3G13540,-2.254109034,0.444670641,7.88E-06,myb domain protein 5 [Source:NCBI gene (formerly Entrezgene);Acc:820556],MYB5
104442191,AT1G64630,-1.713271743,0.337065754,7.36E-06,with no lysine (K) kinase 10 [Source:NCBI gene (formerly Entrezgene);Acc:842771],WNK10
104442225,AT1G08500,-1.420822942,0.17923061,2.88E-13,early nodulin-like protein 18 [Source:NCBI gene (formerly Entrezgene);Acc:837371],ENODL18
104442232,AT3G60890,2.220331079,0.434906965,6.60E-06,binding protein [Source:NCBI gene (formerly Entrezgene);Acc:825260],ZPR2
104442236,AT1G24620,2.373736431,0.500194625,3.35E-05,EF hand calcium-binding protein family [Source:NCBI gene (formerly Entrezgene);Acc:839076],AT1G24620
104442242,AT1G06570,1.479650463,0.280553528,2.95E-06,4-hydroxyphenylpyruvate dioxygenase [Source:NCBI gene (formerly Entrezgene);Acc:837168],PDS1
104442249,AT4G00110,-1.465275407,0.187656494,6.82E-13,UDP-D-glucuronate 4-epimerase 3 [Source:NCBI gene (formerly Entrezgene);Acc:828145],GAE3
104442251,AT2G45290,-1.077712118,0.191142506,4.79E-07,Transketolase [Source:NCBI gene (formerly Entrezgene);Acc:819137],AT2G45290
104442268,AT3G60660,-2.300789098,0.393508707,1.56E-07,spindle/kinetochore-associated-like protein [Source:NCBI gene (formerly Entrezgene);Acc:825237],AT3G60660
104442275,AT1G02040,-1.349430542,0.479898252,0.02483362,C2H2-type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:839284],AT1G02040
104442281,AT2G45040,-1.592524754,0.345499915,5.99E-05,Matrixin family protein [Source:NCBI gene (formerly Entrezgene);Acc:819111],AT2G45040
104442282,AT1G27370,1.739779325,0.353963882,1.58E-05,squamosa promoter binding protein-like 10 [Source:NCBI gene (formerly Entrezgene);Acc:839626],SPL10
104442292,AT4G12330,4.692844703,1.647750446,0.02268507,"cytochrome P450, family 706, subfamily A, polypeptide 7 [Source:NCBI gene (formerly Entrezgene);Acc:826842]",CYP706A7
104442300,AT1G06660,-2.000530072,0.388943109,5.49E-06,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit [Source:NCBI gene (formerly Entrezgene);Acc:837176],JASON
104442301,AT2G39510,2.316662919,0.359764864,5.55E-09,nodulin MtN21 /EamA-like transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:818536],UMAMIT14
104442303,AT2G39510,2.609206961,0.345741082,4.45E-12,nodulin MtN21 /EamA-like transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:818536],UMAMIT14
104442333,AT4G19420,2.680615052,0.318815906,8.00E-15,Pectinacetylesterase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827683],AT4G19420
104442334,AT5G45110,1.067399477,0.243325972,0.000149785,NPR1-like protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:834545],NPR3
104442369,AT5G45580,1.336008286,0.438687157,0.013488754,Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834596],AT5G45580
104442374,AT4G19020,-2.150496658,0.332961339,4.93E-09,chromomethylase 2 [Source:NCBI gene (formerly Entrezgene);Acc:827640],CMT2
104442386,AT3G07040,1.041785395,0.399685167,0.040859061,NB-ARC domain-containing disease resistance protein [Source:NCBI gene (formerly Entrezgene);Acc:819889],RPM1
104442395,AT1G01190,-2.415547783,0.509405802,3.40E-05,"cytochrome P450, family 78, subfamily A, polypeptide 8 [Source:NCBI gene (formerly Entrezgene);Acc:839233]",CYP78A8
104442396,AT2G46680,3.581429179,0.450947054,2.59E-13,homeobox 7 [Source:NCBI gene (formerly Entrezgene);Acc:819280],HB-7
104442402,AT1G01060,-1.679352113,0.364966726,6.18E-05,Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839341],LHY
104442403,AT1G01050,-1.385915476,0.231239173,7.03E-08,pyrophosphorylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:839579],PPa1
104442463,AT4G20840,-1.790758892,0.396972512,9.02E-05,FAD-binding Berberine family protein [Source:NCBI gene (formerly Entrezgene);Acc:827832],AT4G20840
104442491,AT1G16150,-3.300483896,0.520554734,9.91E-09,wall associated kinase-like 4 [Source:NCBI gene (formerly Entrezgene);Acc:838184],WAKL4
104442492,AT4G21740,-1.334834247,0.344175195,0.001011427,transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:828262],AT4G21740
104442525,AT1G21270,-3.27253633,0.978608648,0.005750784,wall-associated kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:838723],WAK2
104442560,AT5G45530,-2.436221693,0.693737741,0.003415583,"transmembrane protein, putative (DUF594) [Source:NCBI gene (formerly Entrezgene);Acc:834589]",AT5G45530
104442580,AT4G19090,-1.183935037,0.448513171,0.037785925,"transmembrane protein, putative (DUF594) [Source:NCBI gene (formerly Entrezgene);Acc:827647]",AT4G19090
104442593,AT3G04070,2.3620464,0.425702004,7.62E-07,NAC domain containing protein 47 [Source:NCBI gene (formerly Entrezgene);Acc:819562],NAC047
104442611,AT5G45890,-1.716010065,0.380111624,8.89E-05,senescence-associated 12 [Source:NCBI gene (formerly Entrezgene);Acc:834629],SAG12
104442614,AT5G45890,-2.598203327,0.448900622,2.14E-07,senescence-associated 12 [Source:NCBI gene (formerly Entrezgene);Acc:834629],SAG12
104442616,AT5G45890,-3.055266388,0.757629715,0.000581962,senescence-associated 12 [Source:NCBI gene (formerly Entrezgene);Acc:834629],SAG12
104442676,AT1G27170,-1.721182536,0.272008229,1.07E-08,transmembrane receptors / ATP binding protein [Source:NCBI gene (formerly Entrezgene);Acc:839606],AT1G27170
104442713,AT5G45470,1.535022623,0.488260722,0.010297166,"transmembrane protein, putative (DUF594) [Source:NCBI gene (formerly Entrezgene);Acc:834583]",AT5G45470
104442720,AT4G21200,1.316409045,0.339013594,0.000995121,gibberellin 2-oxidase 8 [Source:NCBI gene (formerly Entrezgene);Acc:827868],GA2OX8
104442758,AT1G11340,-2.086262922,0.40466276,5.19E-06,G-type lectin S-receptor-like Serine/Threonine-kinase [Source:NCBI gene (formerly Entrezgene);Acc:837676],AT1G11340
104442846,AT1G54385,-1.851935735,0.336515419,9.60E-07,ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:841880],AT1G54385
104442890,AT5G18150,-1.049333908,0.203269228,5.03E-06,Methyltransferase-related protein [Source:NCBI gene (formerly Entrezgene);Acc:831933],AT5G18150
104442904,AT5G45470,1.073447892,0.319606398,0.005500139,"transmembrane protein, putative (DUF594) [Source:NCBI gene (formerly Entrezgene);Acc:834583]",AT5G45470
104442906,AT5G28237,-1.613542559,0.340538479,3.45E-05,Pyridoxal-5'-phosphate-dependent enzyme family protein [Source:NCBI gene (formerly Entrezgene);Acc:2746023],AT5G28237
104442932,AT4G04025,-4.102406312,0.82783484,1.32E-05,transcription repressor [Source:NCBI gene (formerly Entrezgene);Acc:28719533],AT4G04025
104442951,AT1G27180,-5.208761167,1.647479728,0.009787132,disease resistance protein (TIR-NBS-LRR class) [Source:NCBI gene (formerly Entrezgene);Acc:839607],AT1G27180
104443099,AT5G32450,-1.035920088,0.186431836,7.31E-07,RNA binding (RRM/RBD/RNP motifs) family protein [Source:NCBI gene (formerly Entrezgene);Acc:833204],AT5G32450
104443108,AT5G41670,1.800501442,0.363814776,1.36E-05,6-phosphogluconate dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:834169],AT5G41670
104443121,AT2G29550,-2.371966169,0.386582197,3.18E-08,tubulin beta-7 chain [Source:NCBI gene (formerly Entrezgene);Acc:817504],TUB7
104443133,AT4G11650,3.719391165,0.786143544,3.55E-05,osmotin 34 [Source:NCBI gene (formerly Entrezgene);Acc:826770],OSM34
104443139,AT5G17920,-1.39154599,0.230977335,5.93E-08,Cobalamin-independent synthase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831660],ATMS1
104443140,AT5G52020,-4.633868467,1.337715111,0.00395909,Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835277],AT5G52020
104443218,AT4G01240,-1.14535406,0.270492604,0.000273399,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827909],AT4G01240
104443252,AT2G45600,-1.655084302,0.310422998,2.23E-06,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819168],AT2G45600
104443304,AT2G41610,-1.53398651,0.302828851,8.00E-06,transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:818759],AT2G41610
104443328,AT3G61920,-2.685777235,0.356875071,5.14E-12,UvrABC system protein C [Source:NCBI gene (formerly Entrezgene);Acc:825365],AT3G61920
104443330,AT3G03690,-1.067958724,0.189588764,4.92E-07,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:821186]",UNE7
104443332,AT1G32640,-2.215927614,0.359289444,2.66E-08,Basic helix-loop-helix (bHLH) DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:840158],MYC2
104443338,AT1G01200,-1.095650913,0.225868075,2.09E-05,RAB GTPase homolog A3 [Source:NCBI gene (formerly Entrezgene);Acc:839493],RABA3
104443344,AT4G27745,-1.99081056,0.359637762,8.15E-07,Yippee family putative zinc-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:3770406],AT4G27745
104443362,AT3G61750,-1.799489339,0.241806431,9.19E-12,Cytochrome b561/ferric reductase transmembrane with DOMON related domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:825348],AT3G61750
104443373,AT4G01037,-1.297418819,0.356380159,0.002267936,Ubiquitin carboxyl-terminal hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:6240517],WTF1
104443378,AT1G01430,-1.413751399,0.32223924,0.000149464,TRICHOME BIREFRINGENCE-LIKE 25 [Source:NCBI gene (formerly Entrezgene);Acc:837247],TBL25
104443386,AT3G61610,-1.628547635,0.330050387,1.45E-05,Galactose mutarotase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825334],AT3G61610
104443387,AT2G46270,1.061297522,0.291246203,0.002245116,G-box binding factor 3 [Source:NCBI gene (formerly Entrezgene);Acc:819235],GBF3
104443415,AT4G23500,-1.025379537,0.261172153,0.00085702,Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828450],AT4G23500
104443416,AT3G61490,-1.107876409,0.370983533,0.015833643,Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825322],AT3G61490
104443420,AT1G23020,-1.182514875,0.388481797,0.013543626,ferric reduction oxidase 3 [Source:NCBI gene (formerly Entrezgene);Acc:838910],FRO3
104443429,AT3G61440,1.747457971,0.254486136,4.21E-10,cysteine synthase C1 [Source:NCBI gene (formerly Entrezgene);Acc:825317],CYSC1
104443434,AT2G45910,1.881027259,0.314542529,7.54E-08,U-box domain-containing protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819199],AT2G45910
104443448,AT1G01730,1.66634801,0.370383339,9.49E-05,,AT1G01730
104443453,AT5G23850,2.607438868,0.793334681,0.006807725,O-glucosyltransferase rumi-like protein (DUF821) [Source:NCBI gene (formerly Entrezgene);Acc:832450],AT5G23850
104443474,AT5G17700,-2.453590478,0.44635236,9.89E-07,MATE efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:831637],AT5G17700
104443482,AT2G45760,-2.087879225,0.41543472,9.61E-06,BON association protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:819184],BAP2
104443489,AT2G45750,-1.201466466,0.317835663,0.001420269,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819183],AT2G45750
